,UserName,content,score,sentiment
163,Angel Rodriguez,"Best game ever, but i wish that it was a little bit easier to progress, as in the habitats being cheaper. Otherwise, great game.",5,1
164,Lael Kittle,"Great game that could be 5/5 dragged down by a tidal wave of ads. This game is fun, relaxing, and super cute. But there are way too many ads. Whenever I have to watch them for a quest I just put my phone down and do something else. I'd rather just be able to pay $10 to remove these ads that could ruin your experience. I only have 2 areas left to unlock and it is already insane how many ads I have to watch to continue the research tree",3,1
165,mc donald trump,"I mean it's a pretty peaceful game, I enjoyed it, till it takes too long to advance and when I'm not on the game you'd think it's an idle game but no it barely gives me anything for the time I was gone after returning. Plus watching ads is another thing. I can barely come across a single game that doesn't have ads to watch. Maybe make the game more idle??? Actually have the time you were gone count towards something.",3,1
166,K,"It suffers from the typical micro transactions and frequent ads these free idle clicker games always have but that is to be expected. The concept is quite cute and relaxing as you expand the habitats and meet new penguins. Aesthetic wise, I do not have any complaints. At some point, I hit a wall with the high costs to upgrade and found it especially difficult to keep up. About a month or so later, I began to lose interest and uninstalled.",4,1
167,ᴅ ᴀ ᴅ ᴅ ʏ,"I absolutely love that it functions like a tap game, but there's no actual tapping involved. It's mostly ads, which don't even bother me b/c the rewards the ads give are worth it and help so much to expand & grow. The penguins & other animal life are just adorable and the music is so relaxing I've actually used it to fall asleep. Overall, it's a relaxing game and I definitely recommend it if you're a fan of games like Tap Tap Abyssrium & My Oasis (except you rarely get stuck from lack of funds).",5,1
168,Matthew St.Amand,"While the game is very pleasant to look at, and quite enjoyable to play... It should honestly be renamed ""ad watching simulator"" since you will not progress anywhere without watching ads more often than you actually play. You even watch ads, to earn currency to buy upgrades, to the rewards you get for watching ads. What kind of insult to your own gameplay is this...",2,0
169,Peter DiPietro,"Not the skill based type of game at all, in fact it's quite the opposite, but it is pleasing to look at and quite surprising how much you can expand. Upgrading habitats while listening to the soft, almost Minecraft-esque piano music is quite a soothing way to pass your time. Almost like having a virtual Zen garden to care of. Earning coins increases exponentially and slowly but surely you get to watch your very own society of penguins flourish. Some even make decorations.. Smart penguins.",4,1
170,Santiago Perez-Shillington,A great pastime game with very good graphics. My main issue with it is offline rewards will only come up about 70% of the time for me. Also the game is way to reliant on ads and should have more focus on the game itself. The under-water camera is a nice touch but the sound effect for it shouldn't blow your ears out every time.,3,1
171,Toxomancer,"Not a bad game. I am not a fan of the fact that watching ads is part of a quest. I do understand the developer does have to make money, but its a have to thing not a watch this ad for this and get x2 or do it this other way. The game is very relaxing and I do really enjoy the graphics as well as the little cute penguins. Its fun just to watch them interact.",3,1
172,Alicia Matson,"PERFECT. I can't say enough. I really love everything about it. I don't mind the ads at all cuz you can choose to watch them or not, when you want to. They aren't automatic. Gameplay is super simple & very relaxing. Easy to understand & learn very quickly. The graphics are adorable, music is peaceful. The value of what you get for watching ads, spending coins, or spending gems is just right, easy to earn, lots of little features that make it great. Customer service is very quick/excellent!",5,1
173,Jorge A. Aguilar,"This is a cash grab, plain and simple. The game increases the amount you need to make by so much that unless you pay it will take days to weeks to reach the amount needed. Ads are nonstop and come basically when you want to do anything and are made so you have to visit the advertiser if you click even a millimeter off. This one is insulting and should be removed.",1,0
174,Cody Shaw,"God, I absolutely adore and love everything about this game. I honestly can't find one flaw or feature I don't like, or / any problems whatsoever!! I love the graphics, the adorable-ness, how calming and relaxing it is, and the fact that you can actually progress and play the game without really having to watch ads or pay money!! (As in, you're given the option whether or not you want to do so, but even if you don't, it's still possible + easy to play!!) I wish I could give it 100 stars! 💗",5,1
175,Aileen Ortega,"I gave it 4 stars at first and now I'm down to 2. It takes too much time to make money and prepare yourself for ads ads and more ads! If you want to make money to upgrade or buy a habitat you HAVE to watch ads and the amount of money and hearts required for it is insane. You have challenges but no matter if you take 20 or 100 pictures you only get 10 diamonds. And you can't buy or upgrade with diamonds. You really don't play, you just watch ads.",2,0
176,Savannah Weber,"Reason why I give this game two stars isn't because the quality is bad or the game is boring. I quite do enjoy the game a lot. It's really fun to play and keeps your eyes glued to the screen. Not to mention the music is wonderful, but there's one big main issue about it that I hope gets fixed...this game sucks and drains my battery really fast. I have my phone literally plugged into my wall and it still drains it. I have to restart my whole phone in order for my battery to go up.",2,0
177,Rinn Albright,"God, this game is magical. It's rejuvenating yet relaxing. I just installed this on a whim when I was experiencing bad insomnia and I seriously shed a few tears (maybe a bit of sleep deprivation) but honestly, the sweetest game. I have become way too attached to my little digital penguins. Now though of course I also have a seal friend. I'm a part timer so I don't buy in-app stuff but it's really not necessary to achieve the whole experience the game has to offer. Give it a try!! It's adorable!!",5,1
178,Queen Thunderfist,"Absolutely love this game. It's the only idle game I've liked enough to keep playing. It's got a lot of ads, all optional, but otherwise it's just a really cute, relaxing game with penguins and other arctic friends. The events last a long time so you're not pressured into completing ton of tasks in a single weekend. I'm a big fan of the steady progress this game offers and I never need to buy anything to do so. It's a really polished, enjoyable experience.",5,1
179,CJ Joy,"I love the tranquility and calmness that this game brings. Whenever I'm worrying or panicking, I always find myself opening the game. The music, the little penguins, and all the creatures really make me happy. I can't explain it. The little heart bubbles that appear overtop the penguins bring me joy—for it makes me believe that I made something happy. It makes me feel important. So, from someone with extreme anxiety and minor depression, I leave this game with a wholehearted 5 stars.",5,1
180,Ian Hazelton,"The music is great, and I love the graphics. The ut after a certain point theres literally nothing for you to do except watch ads to speed the money making process. No tapping for money, no anything. Just staring at the screen and waiting to be able to afford stuff. I like the premise, the music, everything else but theres literally nothing to do but watch ads for money now, and I hate that.",3,1
181,Nicole Sparks,"Super cute game, and very relaxing, However, leveling up and obtaining new areas is taking way too long. It should not take me 4 days to unlock the amusement park. The price of each new area is high and I have never had this much trouble or taken this much time on any game to unlock new stuff. Lower the cost of each new area, or give more money per item.",4,1
182,JOn JammyJims,"Yes, if you do want to progress more than 40% into the game you will need to watch at least 30 minutes worth of ads or you can decide to paywall through it to dramatically increase your progress; however unlike most apps you feel genuinely rewarded for your time and money if you decide to invest into penguins. The mechanics, smoothness, and cute animations shows the developers care and your investment isn't just a cash grab. I love these penguins developers please send me a code for more <3",5,1
183,Doug Coull,"A lot better than things like cookie clicker. It feels like cheating though to use penguins, they're unanimously cute. The Humboldt penguins especially. The game runs at 60 fps on high on the Galaxy note 9, and you can do very well in the game without any money and just using occasional ads. It's not enough to break the experience, just a good boost.",5,1
184,Maggie Herrera,"I love this game. Im addicted to these idle/tycoon games. This one is the best though because you can always progress. Usually in most games like this, you hit a point where you can't continue to play because you'd have to spend money to progress. Penguin Isle is fair to their players. Also its so cute and calming!",5,1
185,Angelica P,"Great concept, my first impressions of the game was ""wow, how adorable!"" However, you do need to watch a LOT of ads to advance, you cannot build habitats, level up penguin workers or add more penguins without spending a lot of time watching ads. Thatbprocess alone takes too much time..Also, I wish there was a bit more freedom in choosing how you'd like your habitats to grow and develop...but everything has an order, and there really isn't room for the player's imagination or creativity...",2,0
186,im become pancake,"I really like this game :) beautiful music, adorable animals, and optional ads! I have become very emotionally attached to some of my penguins. it started out as a joke, but now one of them (my seahorse penguin who I named Tempura-san) has had his wife leave him for another man. I send pictures to my friends (they are now somewhat invested as well) but it's still very fun. my only issue is that the ads won't load anymore, and as a result I can't progress my quests. overall, very fun game! :)",5,1
187,Taylor Clark,"I really like this game, would have been 5 stars but there is some kind of glitch where the heart token chests don't give me the amount they say they will. I get maybe 40% of it. I have several screen shots if the developers are interested of before and after showing how many i have, how many it says I'll get after the ad, and then me ending up with only a fraction of that. Quite frustrating.",4,1
188,Nadia Oviedo,"I love Penguin Isle. I've been playing for a long time now. Everything is pretty much perfect except one thing: I hate that the collect hearts quest keeps going up and up. I understand it's to help extend play time. However, it ruins the fun and discourages me from playing. I really don't want to collect 600+ hearts. Maybe after collect 300 hearts, restart with 100 and go up again. I hope there isn't a point where I need to collect a 1000 hearts.",4,1
189,Josh Bradley,"Fun and relaxing, but terribly imbalanced. I love this game, and the start of it had a wonderful balance. It was rewarding without being overbearing and it encouraged pauses to let coins generate. However, after the Hot Air Balloon, the balance of the game breaks. You come after a full day, collect your rewards, and can barely afford a single upgrade, let alone the next tier. I'm keeping it on my phone because I do love the game, but hope the devs update the late stage.",3,1
190,Cara,"So amazing, so relaxing, SO PENGUINS. Love it. You have to be a tiny bit patient but the game play is still interactive. The reviews that seem upset about the ads don't mention that you don't have to actually watch them if you don't want to, they're optional to click on to watch. Sometimes the amount of points are worth it tbh. The point of the game is to watch cute penguins set to relaxing music while tending to your little island , and if that sounds fun then this is the game for you!",5,1
191,Nadeja Simon,"I've tried opening the app multiple times but it won't let me. I thought maybe it was my phone so I refreshed and tried to clear some storage, even though I still have a lot of space but the app still didn't work. Edit: After I saw the response from the developers, I decided to give the app a second chance. This time it worked. It seems like a fun app but I can't help but notice, it's very ad oriented. It's difficult to enjoy a ""relaxing"" game when it feels like you need to watch an ad every 30s",3,1
192,ginger disaster,"This game is amazing!! I absolutely love it. However- my only issue is that I spend my diamonds way too quickly. On accident. I wish there was a pop-up thing asking if you're sure you want to spend your diamonds because I've accidentally clicked the button way too many times and ended up with hardly any left. I can always get more but it takes a while. Other than that, it's a lovely game!",4,1
193,Jeff Takagi,"Game is perfect to pick up for a couple minutes every few hours.. My complaints- Penguins are repetitive in functions. The game runs on ads yet half the time they fail to load. I'd pay 10 bucks today to disable ads forever... just sayin.... biggest complaint tho? Is the ads not working... I watch half an ad in loading, only to have it fail.. I should be rewarded still, the games bugs should not be my problem, it's yours. I clicked the ad, reward me for it..",3,1
194,GillspeeGames,"This game is a great idle game, it's chill (no pun intended) and it's just enjoyable. The graphics are great, sound is great, and the background music is fanominal. But I gave it 4 out of 5 stars because the money lable system is weird, like when you have 100 dollars it will say 100a, and when you have 1,000 dollars it says 1000b. But once you get used to it, it's okay, so I hardly recommend this game to anyone and good job game developers. 👍",4,1
195,Clinten Graham,Overall amazing game!! Love the premise and collecting various penguins. Ideas to improve the game is to have more decoration or that some interactive decorations can make low money making places better like the albotrass or dolphins. Another idea is that we can see upgrades to the places as it gets better. Later in the game I'd like to see more opportunities to buy more penguins and have other challenges. Stunt jump is very hard to get to and challenges are entertaining for me .,5,1
196,Austin,"Mostly fun idle game, however every time I launch is says it requires Google play games, I have no desire to install it so I hit cancel every time, and the app launches clearly showing it doesnt require it. Little bit forced on the rewards where some will force you to watch an ad to continue the different rewards, but still an overall fun idle game. Edit: after the reply it was apparent my review wasnt read. I stated I have no desire at all to install it. Updated from 4 to 3 because of this.",3,1
197,tunabeansss,"A lovely and relaxing adorable little game, thank you so much for something so lovely! I wanted to add that I absolutely love how you guys haven't changed how ads work. They're optional, and they progress you very well if you decide to watch them. I wish more games were designed like this, I feel like they would be more successful. Absolutely wonderful job💜",5,1
198,Mya Spradlin,"I give this 4.5 stars. I wish that it was easier to move the screen around. It sort of resists the movement as if your pulling the screen slowly or it's too heavy. However, I was generous and only took off half a star because it's a gorgeous game. The music always makes me fall asleep, so I tend to play it before bed. It is a perfect and calming way to relieve anxiety/stress and simply pass the time. The graphics are beyond beautiful as well.",4,1
199,Jessica G,"It's a cute fun game, however the ads is very excessive. And it's not just me. Just look at all the recent reviews people had posted. They all say the same thing. That it's a cute fun game with nice design but the ads just ruins it all. The only time I don't have to watch an ad is when I'm spending the coins. But any large income that's available I have to watch an ad. Not sure how much longer I'll have this app because it's just too much. It ruins the game.",1,0
200,Alex Sanchez,"It's a nice little thing, but it has so much potential. The models are thought out, the animations are fun but Aside from grinding to the next thing to unlock there's nothing really to keep it going once you get everything. I'd be interested to see this evolve towards a ""tycoon"" type of experience, maybe let us choose what to build and have multiples of the same habitats, freedom to make more islands, let us create and make a unique penguin isles from user to user!",4,1
201,Anthony Scheer,"Cute but some annoying quirks. First, pros: it runs very smooth. It is cute and relaxing. You can unlock lots of different animals. Now, cons: the game limits offline resources gathered to 1.5 hours. You can increase this, but it's tedious. Most similar games start with much more offline resources awarded when you return. Also, I felt like 1/3 of my time in the game was spent watching ads for the bonuses. I'd probably recommend it only to people who really, REALLY like (watching) penguins.",3,1
202,Kunal Patel,"Wow. Just wow. What a beautiful, peaceful, and fun game. I love the concept of making your own island and slowly bulding it into your own penguin world. The progression is fast and satisfying, but not too fast where it gets boring quick. I already have 5 hours on the game and man, its one of the best casual, yet active games I've played in a long time. Thank you developers for this amazing creation.",5,1
203,Robin Powell,"Fun game and excellent tech support, but it requires cell reception (at least initially) for it to fully work. You can play it on Wi-Fi- only devices, but be aware that purchases from the store will fail (the transaction succeeds but you don't receive your purchase) and events and in- game mail won't show up. I still prefer it on my tablet, that just means no more purchasing on my part. It's a shame, because I like to support developers of games I enjoy. Hopefully one day they'll fix that.",4,1
204,Mini,"This game is great and its relaxing to see your penguin empire slowly expand to create an awesome penguin village! But thats the problem... everything happens VERY SLOWLY. Early game its easy to progress but later buying new areas is difficult because they cost so much... I had to save up money for a week in order to buy a new area for the penguins and with how long it takes, its just not worth to continue playing knowing you have to grind for ages in order to upgrade your base...",2,0
205,Billy Bob,"This game is wonderful to just sit down and enjoy. It's such a good way to relax, and watching my little penguin kingdom grow is quite amusing! Not sure why anyone would have a problem with this game. It's slow, but thats how it's supposed to be. If you need constant explosions and gore then please look elsewhere. 10/10, will definitely recommend this to others.",5,1
206,Jimmie Rogers,"Fun game overall, there seems to be an issue with it giving me my offline rewards, however. Sometimes it will show up after my screen has been locked with the game open for 2 minutes. Other times I can go all night without playing and still not get an offline reward. Not that huge of a deal, until it becomes one of your missions. Please correct this issue.",3,1
207,Steven Schrum,I love this game so far but I fear that I'll eventually stop playing due to the high costs it takes to unlock new areas. From the beginning I focused heavily on upgrading my first two-three penguins so that I could maximize the amount of money I was making. Now I'm about a day into playing and I'm having to wait forever just to unlock another area. I think this makes customers loose interest when they have to wait so long. I love everything else.,4,1
208,Anna G.,"The artwork is gorgeous, the music is soothing, and the penguins are adorable! I took a star off because you need to watch ads. You are able to choose not to watch some, but you still have to watch ads frequently in order to advance in level. Out of the 7 ""quests"" they give to level up, 3 of them require you to watch ads to complete them. It's still a very fun game and I hope they come out with more habitats and penguins soon so I can keep progressing!",4,1
209,Luke Rice,"Game is fun and simple. Music is peaceful, though the mood is broken every time an ad plays and I have to scramble to hit the mute button. Would be nice to have option to start those on mute. Also since the last update (Christmas update) the offline reward hasn't worked a single time when I just switch to a different app and come back hours later. I have to force close the game every time I stop playing if I want to get the offline reward when I come back. Please fix!",4,1
210,Andrew K,"I never thought I'd complain about too few ads, but this game has gated progress behind watching ads that don't actually load after a while, almost as if they run out of sponsored views each day. The fact that the game becomes unplayable when ads don't load says a lot about the kind of game it actually is. The art is adorable, and that's the only reason I tolerate it.",2,0
211,Christopher Coronado,"Cute fun game, simple. Not for people in a hurry for the endgame. This is a slow build game, unless you spend some money. The penguins are pretty cool and so are the creatures. Lots of ads for this game if you want to progress in a decent rate. I mean A LOT of ads. The challenges are pretty bland. Its the same 4 i feel like, collect hearts, have *this many* penguins and reach fishing dock *to this level* definitely needs a mix up.",4,1
212,Nikki Schobert,"I've loved this game for a long time. I've never had any issues until recently, where the game doesn't collect money or anything while it's not open on my phone. It's making it very difficult to progress when most of the money I get is no longer showing up. I tried reinstalling, it didn't help. I really want to play this game but the hourglass just doesn't come up anymore.",3,1
213,Lori Krieger,"This game is so cute! Sometimes the tap games can be a bit demanding as you eventually have to tap the screen for a long time to achieve leveling up, but with this game, it truly is, relaxing. And, if you choose to view an add after logging in from the day before, there are facts about the penguins, rather than just another game ad and I really enjoy that! Well done developers :)",5,1
214,LYNDEE,I would have gave this game a 5 star but going down to 2. Reason behind this is because of the save function. I had the game on an iOS but changed my phone to an android and guess what... They CAN NOT move data between the 2 systems. ALL that time played on this game wasted...down the drain.... They said they're working on this but I definitely am NOT going to start the game ALL over again because that'll be just irritate me forsure.,2,0
215,Twighlight,"The game is cute & fun. The only reason I give it 3 stars is because you basically have to watch ads every minute or so to play the game. Like the main game mechanic is watching ads. It's rewarding to make the money and upgrade and get more penguins, but watching so many ads can be a little tedious. It's almost as if the whole game is a cash grab through ad revenue & their shop where you can purchase gems and such to advance in the game. It can be worth it but sometimes it's repetitive.",3,1
216,Advspringbonnie,"This game is great, very fun, and I don't mind the ads. My only problems are that there's a limit of decorations, some points have very slow progression, and that there should maybe be something else to do other than just click, like some sort of minigame that you could play. It does affect battery life a bit when playing, but nothing too serious. Overall, I'd reccomend as a relaxing game.",4,1
217,Drakocopter,"Peaceful and calm. I don't really play idle games, but this one is really good. It's nice and relaxing. No explosions, flashing lights, crazy colors and fonts. Just you and your penguin island. However, what truly makes this app 5 stars and not 4 is how the devs found the perfect balance between ads and gameplay, something that most developers seem to disregard and decide to be greedy instead. Easy 5 stars, I love what you guys have done here.",5,1
218,Yojimbra The great,"An idile management game where you click to get resources so you can make more things that gather automatically. At the start the progression is fast and smooth but eventually it grinds to a halt. It doesn't have the usual reset for a multiplier that similar games have, though I'm not sure if that's a blessing or a curse. Still overall a peaceful game.",4,1
219,Robert Rogier,"This was a somewhat enjoyable idle game, but it has several things that really ruin the fun it could have been. First, it relies on far too many ads. It's almost impossible to progress at all without watching ads every 60-90 seconds. Second, the purchase items are extremely expensive. To skip watching ads for example, is $29.99US PER MONTH. Finally, once you build the rocket pad, there's really nothing else you can do but slowly increase your habitats. There's no end, no rewards, just more ads.",2,0
220,Melinna Rivera,"Love this game. Seriously - its fun, the animations are great, music is soothing. I love it. My ONLY problem right now is that you guys are removing the whale?? Its gorgeous and just thought I should let you know that you should try to find ways to implement it elsewhere or in the future. Put back the whale and you'll get my 5 stars.",4,1
221,Aiden Plemons,"This is an adorable idle click game. I find myself just watching my little penguins sometimes. There isn't all that much to do regarding gameplay, but it is relaxing, and super cute. The ads aren't that bad compared to some other games. I sometimes get ones I can't mute, which can be a bit annoying. I do wish there was a confirmation notification for spending the gems, but the achievements are pretty easy to do for more gems. Overall pretty nice game.",4,1
222,John Haygood,"Very cute game. I complete my daily quests for about 30 mins, watch them move around and then come back the next day with revenue. Ads are not in your face and offer you a decent amount of currency when you do watch them. Good job, developers! This game serves as a nice aesthetic pleasure to my life.",5,1
223,Gusduhguy,This game is amazing. I never leave google reviews for apps but this game is just incredible. Its so much fun that I have gotten all my friends to play it with me. Its super satisfying to watch your base grow. I like the idea of collecting a large variety of penguins. Another thing that is great is they always have an event going on. It never gets boring and the reward is satisfying because you get to keep them in your island. I would recomend this game to anyone. Its so much fun,5,1
224,Ronnie Davidson,"This game could be a lot of fun except for the ads! And this isn't your typical ad complaint ""waaa there are too many ads"" Ads pay for games people, if you want to play free watch ads. My complaint is that the ads don't load! You give me a bunch of ways to improve my island with ads but then it takes me 20 minutes to get them to start working. I can't believe that I am going to STOP playing a game because I can't watch ads. It is infuriating. Also apparently the music is calming, I dunno on mute",3,1
225,Lisa Davis,"I attempted to purchase gems 4 days ago. After my payment processed, no gems were applied. I sent a pleasant to email to the company to explain the situation and was advised that they would give gems after requesting screenshots and proof. Here we are 18 emails later. I had requested numerous times to have the gems added to the game so that I may use them, considering that I paid for them. I have now requested at least three times for them to refund my money. I have uninstalled the game. A waste",1,0
226,Alex Bristol,"Great game with cute penguins! If you like games with an awesome esthetic, soothing music and light resources management, than this is the game for you! I also love that you don't have to spend money, and if you want, you can open chests without paying and just watch a short ad instead! Never felt like I needed to, but I don't mind watching a few sometimes. :)",5,1
227,Mishelle Madison,"I actually like this more than i thought i would. I am a penguin lover so it caught my attention. Theres lots of rewards, upgrades and things to do in the game as well as gaining gold and hearts while idle. I would say adding more controls such as sound effects option and better graphics would improve game play. Also my husband has it downloaded on his galaxy note 3 and none of the adds will play for him so no add rewards, he's rather disapointed. Also add a zoom the penguins are so small",4,1
228,- DAGGERSFIELD -,"It's a cute game, but the amount of ads is overwhelming and kind of ruins it. Feels like I have to watch an ad for every single thing at this point, and they're not short ones. I don't know if it's because of the large amount of ads, but this is also the only game I have an issue with overheating my phone... and it's supposed to be a relaxing game about artic birds. I play RPGs with much more intense gameplay, but it's only this one game that kills my battery and overheats my phone (Galaxy S9).",2,0
229,Ethan Culp,"TL;DR: a gorgeous tapfest. Next to Monument Valley, this is probably the cutest game in the store. The gameplay is an insanely addictive tapfest as you build up the penguins' habitats. Watching them interact and fall down is super funny. While the graphics make the game a must-have, the amount ads diminish what could be a perfect game. After completing 80% of the game, I think having an option to pay $5.99 one-time or something to get rid of the ads and keep the function they provide would be a huge help for the players. For those interested, it takes about 2 months of dedication and oversight to max out pretty much everything, as of this writing.",4,1
230,Sarah Stamper,"I do enjoy playing this game, however the Quests are annoying and repetitive. I'm tired of leveling up my little fisherman penguin and would love to see other penguins in the quests. It also needs more things to do with gems, maybe in game buffs? Exclusive creatures to buy that help aside from the ones in the chests? Its fun but it's just feels like it's only a portion of a game",3,1
231,LeeNTien aka Teru,"Sadly pointless. Endless waiting game. Throw money at it or wait for months to see a larger ""penguin town "" on your screen.",2,0
232,Jesus Rore,"I think it's the best game I've ever played, with time you get to realize about some techniques to progress more and that's absolutely amazing. I'm here once more just to make some small suggestions that I'd love to see: Better distribution of penguins around the island not just staying in the middle, more visual improvements when upgrading habitats, another way to increase heart production and, finally, be able to connect with Facebook. Nevertheless, still being an amazing game. <3",5,1
233,Sephy The Great,"I love this game. It is beyond adorable with all the creatures having little animations. It has a very rewarding system from giving you gift boxes during active play to their quest and researching mechanics. By far, my favorite idle game. Though, I do wonder how much money they must make. I actively want to watch ads for the rewards. That and the in-app purchases must bring in a small countries with of income. I'd recommend (and have recommended) giving this game a try!",5,1
234,creative name,"amazing game ; it helps with my depression and anxiety by calming me down, the music is relaxing and the graphics are perfect for a game like this - but, i hate ad placements, when i get the boxes(?) they're annoying, i don't know if i can remove them at all because im new, and i hate cluttered spaces so it's very annoying seeing them, and i have to watch the ads or else they'll stay there and clutter up. and the ads disturb the gameplay and ruin it for me - otherwise, it's awesome",4,1
235,tiBUOY _,"This game is perfect for spending some time and relaxing, the art design is so nice and the ambience is great. I only have one problem though, the controls still need some tweaking. Moving around your island and scrolling through the page to upgrade things is not smooth and feels unpolished. This kinda gets annoying overtime and hard to deal with. Overall this game is very nice and with a little more tweaking I'd give it 5 stars.",4,1
236,James Walter,Good time killer and I definitely approve of the new updates. I'm thoroughly shocked though that the development gap before the whales nest is still so huge. It felt like I was making good steady progress only to be stopped by needing to make an extra 5-6 tiers of gold income 😑. I've already got every penguin available for me to get and it's gonna take me another couple months just to unlock the whales nest. Who knows how long to unlock the new places that came with the update.,4,1
237,Livia Way,"The graphics are just the cutest, this game always makes me smile. I do wish there were less reliance on ads, this definitely makes the game less relaxing. I'd love it a lot more if you could get coins by solving some sort of puzzle instead!! EDIT: With the updates there is less reliance on ads and a mini-game! If I could give this app more than 5 stars I definitely would!",5,1
238,Tiffanie Fix,Definitely a game you don't get bored of and its it's really relaxing to play. I love the animation behind this it's really cute. The way gifts and gems are set up unlike most games makes it achievable to buy stuff without paying money. I would like to add I have an interest in using this type of interactive games with augmented reality for hololens development it has potential,5,1
239,Shannon Sproles,"Pleasing, it's just impossible to avoid ads, and that's super frustrating. Also, the limit on how much gold and hearts you can get while idle is crazy, since you need such a large amount of both to accomplish most tasks. It's very difficult to progress without spending money, which I refuse to do. In the end, it's rather disappointing. Still pretty, though.",4,1
240,Genevieve Matlovsky,"I originally got this game to compete with my boyfriend on who could get ahead faster. At first thought it was gonna be boring and be nothing new from other apps. I WAS EXTREMELY WRONG! This game is so addicting, my boyfriend and I cant simply put it down. One thing is I wish the ads showed a little less. There the one thing that make tough. But otherwise, love everything about it!!!!!!💕💕💕such a fan. 10000000/10.",5,1
241,josh betetta,"There was update or something, idk, but it keeps closing out the game. It's been like this for weeks now and I can't play it anymore. Edit #1: I uninstalled and reinstalled and now I have access to my time away rewards but the game closes out on on me after about 20 seconds or so. Im not able to watch the ads for get the rewards. Game literally closes out on it's own",1,0
242,Bwandee Triberry,"It's like an idle game (3 stars), except it has penguins (cute, +1)and it takes way too long to level up (-1) and you need hearts for one level up and money for a different level up. But it's impossible to get hearts without producing a lot of money...and you'll never be able to produce that much money (1 star) but the penguins do decorate with flowers (ugh...2 stars)",2,0
243,Fluffystuff 500,"This app is very cute and fun for a while, but after a few upgrades to my island, my phone started lagging and getting really hot while playing. I had to uninstall because I wasn't sure my phone could handle it anymore. So as a warning, be careful. If your phone/tablet is multiple years old, like mine, it might not be able to run the game.",3,1
244,Tori w,"Overall I enjoy the game. I really miss the whale though, it was a beautiful animation unlike the treasure ship that just doesn't fit the same ""feel"" that the rest of the game does. It's just awkward, bland and unattractive.Also it's been taking me FOREVER to get past am coins after almost a month of upgrades I just made it to ap and I still have to get to aq for my next location to be unlocked. The slow progression has made me play less same with collecting 550 hearts for research.",4,1
245,Catherine Deng,"To be honest, I've always hated these tycoon games because it was so boring and they were like cookie clicker games. But, this game is not like the others. The photo feature is really nice and the penguins are cute. The island that this game takes place on is aesthetically pleasing. I love how the penguins interact with each place differently and sometimes even take decorations and put them in the middle of the island. The music also enhances the calming experience. 10/10 would recommend.",5,1
246,Kat Valentine,"The game is maybe fun, but you will be very limited if you don't want to watch ads. Normally I just spend a few bucks to get rid of ads in a game like this, but they want $30 *per month*!! You can buy many AAA PC and console games for $30 one time and they will never show you any ads. Major MMO games with monthly fees cost less than that and will show no ads. Whoever set that pricing scheme is downright delusional. Change it to $5 one time and I'll consider playing this. Ridiculous.",2,0
247,Steve Steffen,"Not at all what I was expecting, very peaceful and adorable IDLE game. Was told it's a clicker and it definitely is not. Had to turn off sound fx cause some of the game sounds are CRAZY unequal and hurt my ears. Also please fix the sliding on menus it's super frustrating when you're trying to scroll and it's just not catching at all. Otherwise this was alot of fun and I hope the devs are happy with this adorable iceberg family.",4,1
248,Samuel Chandler,"Cool art design very peaceful, however it is impossible to complete all quests without spending money, namely the ad skip tickets that can only be obtained through real world purchase. Note that one will never be able to continue fulfilling quests until they have purchased these tickets. Perhaps adding a different method to obtain these tickets would work...",3,1
249,Moni Schu,"Great free game!!! Graphics are fantastic! I love using the camera and following around the different little penguins and critters. While the goal is to expand, you don't feel rushed (it will come in time). Love the holiday and themed events! This game is a ""keeper"" for me! ♡ OH... and the music is nice and yeah there are ads but it's a free game and the developers need to earn $ somehow and it's worth dealing with a few ads. No biggie.",5,1
250,Let's Change,"I really love this game, it's really fun to see my island expand. However, I think the amount of ads you have to watch to progress really makes it hard to enjoy. I've found myself watching ad over ad just to progress in the game on a basic level and it's tiring. I think it would be great if ads were placed only in the store, to open a chest and get free gems and not in the whale summoning and gift boxes. Anyways other than that, love the game!",3,1
251,NoddyGirl,"Adorable game! Downloaded on a whim and I'm happy I did. Such a beautiful atmosphere and lovely calming music. It's not a pay to win game and there is no push to to buy diamonds. They are very generous with the amount of diamonds and gold you constantly get. Yes, you can chose to watch ads for more rewards but you dont have to. Lovely game! Definitely a 5 out of 5 ❤🐧 Thank you. Ps. Reading some of these other reviews is a bit baffling. Are you people even commenting on the correct game?! 😏",5,1
252,Nathen Detweiler,The game is awesome as a time killer. Ive played as someone who wouldn't spend money and also as someone who does and they are pretty equal in the sense the game doesnt seem designed to force you to spend money. That by itself is amazing. My only complaint is your penguins will stay in one spot even if you have all that open space.,4,1
253,Chris Harrison,"One of the most ad heavy games I've ever come across. It's artistically well done, but mechanically, the number of ads you have to watch to accomplish anything is ridiculous. If you actually want an ad free experience, you'll need to subscribe for $30/month. That boggles my mind. It seems there's this company that buys games from design studios, and then shotgun blasts their advertising throughout.",2,0
254,Erik Engberson,"Excellent progression until you try to obtain the Whale's Nest. Up to that point, the growth of your penguin habitat is really quite smooth and enjoyable. The game flowed at a decent pace (almost perfect, tbh), until the Hot Air Balloon Ride was purchased through naturally occurring in-game currency. After that, prepare to spend a solid MONTH just trying to get any further. The Whale's Nest is gapped so far apart that you run out of any boosters like being able to place more penguins.",3,1
